masv,ho,ten,gioitinh,ngaysinh,email,didong,cmnd,hocbong,makh
V0886,Hoàng Ngọc,Phương,True,1999-02-15 00:00:00,hnphuong@gmail.com,0987678763          ,646788259479,1000000,VL
V0887,Nguyễn Thị Thảo,Trang,False,1999-10-03 00:00:00,ntttrang@gmail.com,0987784134          ,145373361878,3000000,VL
V0888,Khương Thảo,Loan,False,1999-06-06 00:00:00,ktloan@gmail.com,0168105263          ,898264124878,0,VL
V0889,Thái Văn,Huy,True,1999-11-22 00:00:00,tvhuy@gmail.com,0168850294          ,228338140551,0,VL
V0890,Lý Bạch,Thu,True,1999-08-02 00:00:00,lbthu@gmail.com,0987265217          ,613454108842,1000000,VL
V0891,Trần Văn Minh,Hòa,True,1999-12-18 00:00:00,tvmhoa@gmail.com,0987662343          ,610858352705,2000000,VL
V0892,Đặng Minh,Minh,False,1999-06-29 00:00:00,dmminh@gmail.com,0987731184          ,734759756305,0,VL
V0893,Vương Thảo,Dung,False,1999-04-14 00:00:00,vtdung@gmail.com,0913472119          ,371836218595,2000000,VL
V0894,Đặng Thảo,Nga,False,1999-06-03 00:00:00,dtnga@gmail.com,0168492564          ,883385905522,1000000,VL
V0895,Thái Thị Thanh,Trúc,False,1999-08-19 00:00:00,ttttruc@gmail.com,0168744481          ,163062485658,1000000,VL
V0896,Mã Nam,Dũng,True,1999-11-01 00:00:00,mndung@gmail.com,0913446485          ,252392484989,2000000,VL
V0897,Văn Nam,Kiệt,True,1999-07-09 00:00:00,vnkiet@gmail.com,0913617384          ,498416018202,3000000,VL
V0898,Bạch Nam,Hiệu,True,1999-08-22 00:00:00,bnhieu@gmail.com,0987845354          ,882335228444,3000000,VL
V0899,Đinh Văn Minh,Tuấn,True,1999-07-09 00:00:00,dvmtuan@gmail.com,0168603989          ,600705108218,2000000,VL
V0900,Vương Phú,Thu,False,1999-08-01 00:00:00,vpthu@gmail.com,0168344878          ,874583779574,2000000,VL
V0901,Lý Thảo,Nhung,False,1999-02-22 00:00:00,ltnhung@gmail.com,0987647625          ,263760968063,3000000,VL
V0902,Lâm Thị Thảo,Hoa,False,1999-02-09 00:00:00,ltthoa@gmail.com,0168227921          ,611248676848,3000000,VL
V0903,Phạm Thị Thanh,Trang,False,1999-12-21 00:00:00,ptttrang@gmail.com,0913627365          ,143145738474,0,VL
V0904,Khương Ngọc,Minh,False,1999-06-30 00:00:00,knminh@gmail.com,0168467058          ,245183285942,0,VL
V0905,Lý Nam,Vỹ,True,1999-10-21 00:00:00,lnvy@gmail.com,0913344825          ,803625771987,2000000,VL
V0906,Văn Văn Minh,Mẫn,True,1999-10-05 00:00:00,vvmman@gmail.com,0168794143          ,228427448832,1000000,VL
V0907,Bạch Thị Thảo,Trang,False,1999-05-09 00:00:00,btttrang@gmail.com,0168517314          ,134078416148,2000000,VL
V0908,Lý Thảo,Hoa,False,1999-06-13 00:00:00,lthoa@gmail.com,0987856775          ,443151881425,3000000,VL
V0909,Lâm Văn,Vỹ,True,1999-09-27 00:00:00,lvvy@gmail.com,0987731346          ,024123753542,0,VL
V0910,Văn Phương,Thu,False,1999-02-28 00:00:00,vpthu@gmail.com,0913113067          ,960605769935,0,VL
V0911,Hoàng Vĩnh,Mẫn,True,1999-05-11 00:00:00,hvman@gmail.com,0168726913          ,663340489757,3000000,VL
V0912,Nguyễn Thảo,Nhung,False,1999-05-05 00:00:00,ntnhung@gmail.com,0913424871          ,499927487688,3000000,VL
V0913,Cao Vĩnh,Bảo,True,1999-06-10 00:00:00,cvbao@gmail.com,0987826885          ,121282430115,3000000,VL
V0914,Vương Vĩnh,Bảo,True,1999-07-30 00:00:00,vvbao@gmail.com,0913662153          ,643275668728,3000000,VL
V0915,Trần Vĩnh,Dũng,True,1999-07-17 00:00:00,tvdung@gmail.com,0168416073          ,627030825826,0,VL
V0916,Thái Mạnh,Lộc,True,1999-08-23 00:00:00,tmloc@gmail.com,0987841141          ,785051748670,0,VL
V0917,Hoàng Thị Thanh,Mai,False,1999-04-18 00:00:00,httmai@gmail.com,0987567066          ,603167030770,2000000,VL
V0918,Trần Thảo,Loan,False,1999-09-25 00:00:00,ttloan@gmail.com,0168306874          ,441648667278,3000000,VL
V0919,Trần Văn Minh,Thăng,True,1999-09-06 00:00:00,tvmthang@gmail.com,0168522882          ,094339572848,3000000,VL
V0920,Cao Văn Minh,Sinh,True,1999-04-20 00:00:00,cvmsinh@gmail.com,0168348328          ,755695694678,0,VL
V0921,Lê Thanh,Phương,False,1999-11-25 00:00:00,ltphuong@gmail.com,0168235335          ,235732666211,3000000,VL
V0922,Lê Minh,Tâm,True,1999-02-11 00:00:00,lmtam@gmail.com,0168438585          ,673823507423,1000000,VL
V0923,Nguyễn Ngọc,Thanh,True,1999-07-03 00:00:00,nnthanh@gmail.com,0913683645          ,256669848875,2000000,VL
V0924,Trần Thanh,Minh,False,1999-11-21 00:00:00,ttminh@gmail.com,0168262243          ,895177490647,3000000,VL
V0925,Đinh Thị,Nga,False,1999-03-06 00:00:00,dtnga@gmail.com,0987139661          ,562734181742,1000000,VL
V0926,Vương Thảo,Nga,False,1999-09-27 00:00:00,vtnga@gmail.com,0168920734          ,922351042637,3000000,VL
V0927,Lâm Thảo,Đào,False,1999-07-17 00:00:00,ltdao@gmail.com,0987556345          ,190961885985,1000000,VL
V0928,Phạm Văn,Dũng,True,1999-04-01 00:00:00,pvdung@gmail.com,0168252837          ,186481185979,2000000,VL
V0929,Khương Vĩnh,Mẫn,True,1999-09-16 00:00:00,kvman@gmail.com,0913747463          ,508596662291,2000000,VL
V0930,Lâm Vĩnh,Thiện,True,1999-10-23 00:00:00,lvthien@gmail.com,0987731194          ,705333825440,1000000,VL
V0931,Lâm Ngọc,Thanh,False,1999-09-16 00:00:00,lnthanh@gmail.com,0987414497          ,718155229516,2000000,VL
V0932,Lâm Thảo,Đào,False,1999-10-18 00:00:00,ltdao@gmail.com,0168846711          ,589334623754,3000000,VL
V0933,Lý Vĩnh,Tuấn,True,1999-08-16 00:00:00,lvtuan@gmail.com,0913513493          ,982623491108,0,VL
V0934,Bạch Minh,Minh,False,1999-02-17 00:00:00,bmminh@gmail.com,0987301841          ,758579434646,2000000,VL
V0935,Bạch Nam,Lộc,True,1999-12-10 00:00:00,bnloc@gmail.com,0913317773          ,824374681093,2000000,VL
V0936,Hoàng Thị Thảo,Hoa,False,1999-03-10 00:00:00,htthoa@gmail.com,0987137145          ,711208204914,1000000,VL
V0937,Văn Thị Thanh,Đào,False,1999-07-04 00:00:00,vttdao@gmail.com,0168168270          ,767003625184,3000000,VL
V0938,Trần Thanh,Mỹ,True,1999-08-13 00:00:00,ttmy@gmail.com,0987918983          ,160010287761,0,VL
V0939,Cao Nam,Phong,True,1999-11-23 00:00:00,cnphong@gmail.com,0168121214          ,419940564175,1000000,VL
V0940,Trần Nam,Thiệu,True,1999-03-15 00:00:00,tnthieu@gmail.com,0987538257          ,562325054327,0,VL
V0941,Bạch Thanh,Phương,True,1999-10-28 00:00:00,btphuong@gmail.com,0987044766          ,892719895967,3000000,VL
V0942,Phạm Văn Minh,Vỹ,True,1999-04-21 00:00:00,pvmvy@gmail.com,0913516827          ,292282566466,1000000,VL
V0943,Đàm Văn,Hòa,True,1999-12-15 00:00:00,dvhoa@gmail.com,0168514082          ,261421282638,0,VL
V0944,Lý Thảo,Nhung,False,1999-10-30 00:00:00,ltnhung@gmail.com,0913133143          ,653123532430,0,VL
V0945,Đặng Thị,Trúc,False,1999-02-16 00:00:00,dttruc@gmail.com,0168759533          ,560335577847,1000000,VL
V0946,Lý Thanh,Phương,True,1999-11-28 00:00:00,ltphuong@gmail.com,0913784408          ,753454925005,2000000,VL
V0947,Phạm Thanh,Ngân,False,1999-09-01 00:00:00,ptngan@gmail.com,0168368388          ,760277315137,2000000,VL
V0948,Hoàng Phương,Tâm,False,1999-07-10 00:00:00,hptam@gmail.com,0168324992          ,186511746758,0,VL
V0949,Nguyễn Văn Minh,Sang,True,1999-09-13 00:00:00,nvmsang@gmail.com,0913413607          ,512565534876,3000000,VL
V0950,Lê Thảo,Loan,False,1999-08-11 00:00:00,ltloan@gmail.com,0168345788          ,345618543841,1000000,VL
V0951,Lê Văn,Thiện,True,1999-01-09 00:00:00,lvthien@gmail.com,0913835830          ,123687416367,0,VL
V0952,Thái Mạnh,Trọng,True,1999-10-07 00:00:00,tmtrong@gmail.com,0168498748          ,287985740432,3000000,VL
V0953,Khương Văn Minh,Sinh,True,1999-08-02 00:00:00,kvmsinh@gmail.com,0168954373          ,880376125714,2000000,VL
V0954,Vương Thảo,Trang,False,1999-05-18 00:00:00,vttrang@gmail.com,0987462497          ,756557391541,1000000,VL
V0955,Thái Vĩnh,Sinh,True,1999-07-31 00:00:00,tvsinh@gmail.com,0168351852          ,382654356435,0,VL
V0956,Lê Phú,Ngọc,False,1999-09-29 00:00:00,lpngoc@gmail.com,0913191869          ,160241658986,0,VL
V0957,Thái Thảo,Trang,False,1999-04-07 00:00:00,tttrang@gmail.com,0987760551          ,239758181575,2000000,VL
V0958,Hoàng Thảo,Hoa,False,1999-11-16 00:00:00,hthoa@gmail.com,0168968220          ,466138268252,1000000,VL
V0959,Lý Thảo,Trang,False,1999-06-13 00:00:00,lttrang@gmail.com,0987227032          ,661791076315,2000000,VL
V0960,Khương Văn Minh,Sang,True,1999-04-26 00:00:00,kvmsang@gmail.com,0913676643          ,841213388641,2000000,VL
V0961,Phạm Phương,Tâm,True,1999-08-16 00:00:00,pptam@gmail.com,0168485173          ,348855883134,0,VL
V0962,Lý Thị Thảo,Hương,False,1999-11-05 00:00:00,ltthuong@gmail.com,0987229675          ,622476272727,0,VL
V0963,Hoàng Văn,Tân,True,1999-11-21 00:00:00,hvtan@gmail.com,0168724620          ,587809343511,3000000,VL
V0964,Đặng Minh,Thanh,False,1999-02-12 00:00:00,dmthanh@gmail.com,0168758311          ,163547814512,1000000,VL
V0965,Đặng Thảo,Nga,False,1999-08-09 00:00:00,dtnga@gmail.com,0168740091          ,455196226704,2000000,VL
V0966,Văn Phú,Ngân,False,1999-10-16 00:00:00,vpngan@gmail.com,0987781306          ,984538134175,2000000,VL
V0967,Khương Nam,Mẫn,True,1999-08-15 00:00:00,knman@gmail.com,0168583764          ,109405550224,2000000,VL
V0968,Đinh Thị Thảo,Đào,False,1999-05-08 00:00:00,dttdao@gmail.com,0987894556          ,875044502327,3000000,VL
V0969,Lê Vĩnh,Hòa,True,1999-06-11 00:00:00,lvhoa@gmail.com,0987983651          ,417272153606,1000000,VL
V0970,Văn Thị Thảo,Thúy,False,1999-04-20 00:00:00,vttthuy@gmail.com,0168666897          ,880333667487,3000000,VL
V0971,Hoàng Vĩnh,Thiệu,True,1999-09-11 00:00:00,hvthieu@gmail.com,0168238238          ,783239225839,0,VL
V0972,Phạm Mạnh,Thiệu,True,1999-02-26 00:00:00,pmthieu@gmail.com,0168891145          ,275856148722,2000000,VL
V0973,Vương Nam,Lộc,True,1999-02-09 00:00:00,vnloc@gmail.com,0168205578          ,727465122547,2000000,VL
V0974,Thái Thị Thanh,Nga,False,1999-02-13 00:00:00,tttnga@gmail.com,0987324843          ,631116336413,0,VL
V0975,Đặng Thị Thảo,Lan,False,1999-05-12 00:00:00,dttlan@gmail.com,0913484189          ,179301013287,3000000,VL
V0976,Đinh Ngọc,Tâm,False,1999-05-03 00:00:00,dntam@gmail.com,0913163600          ,878347628405,3000000,VL
V0977,Lý Vĩnh,Thiệu,True,1999-09-18 00:00:00,lvthieu@gmail.com,0168115543          ,152123843247,2000000,VL
V0978,Mã Thảo,Hoa,False,1999-07-07 00:00:00,mthoa@gmail.com,0168227727          ,638541962769,3000000,VL
V0979,Đinh Văn Minh,Thiện,True,1999-04-27 00:00:00,dvmthien@gmail.com,0987560651          ,802140763782,1000000,VL
V0980,Bạch Thị Thanh,Nhung,False,1999-10-12 00:00:00,bttnhung@gmail.com,0987545685          ,312682212194,0,VL
V0981,Khương Văn,Thiệu,True,1999-02-27 00:00:00,kvthieu@gmail.com,0913200905          ,675452174598,3000000,VL
V0982,Văn Bạch,Tâm,True,1999-05-05 00:00:00,vbtam@gmail.com,0913330731          ,015324169436,3000000,VL
V0983,Lý Minh,Phương,True,1999-09-25 00:00:00,lmphuong@gmail.com,0987656297          ,266333898538,2000000,VL
V0984,Đặng Thị Thanh,Ly,False,1999-08-23 00:00:00,dttly@gmail.com,0168515362          ,302648146254,3000000,VL
V0985,Lâm Mạnh,Vỹ,True,1999-11-02 00:00:00,lmvy@gmail.com,0913159178          ,166745935356,3000000,VL
V0986,Văn Thảo,Dung,False,1999-02-07 00:00:00,vtdung@gmail.com,0913917476          ,147673676545,0,VL
V0987,Trần Mạnh,Thiệu,True,1999-08-26 00:00:00,tmthieu@gmail.com,0913149120          ,558722018236,2000000,VL
V0988,Mã Thị,Hạnh,False,1999-07-09 00:00:00,mthanh@gmail.com,0987616486          ,019423255735,1000000,VL
V0989,Nguyễn Thảo,Đào,False,1999-02-14 00:00:00,ntdao@gmail.com,0987558728          ,816670573891,3000000,VL
V0990,Hoàng Nam,Hiệu,True,1999-10-05 00:00:00,hnhieu@gmail.com,0168211953          ,227251687411,0,VL
V0991,Thái Thị Thảo,Ly,False,1999-09-21 00:00:00,tttly@gmail.com,0168331812          ,637202855659,1000000,VL
V0992,Mã Mạnh,Huy,True,1999-03-25 00:00:00,mmhuy@gmail.com,0987322016          ,136389984697,0,VL
V0993,Hoàng Nam,Thăng,True,1999-08-25 00:00:00,hnthang@gmail.com,0987219967          ,591721173374,3000000,VL
V0994,Đặng Mạnh,Bảo,True,1999-08-30 00:00:00,dmbao@gmail.com,0913054239          ,018934731306,0,VL
V0995,Đàm Văn,Vỹ,True,1999-03-30 00:00:00,dvvy@gmail.com,0168924061          ,492158542835,1000000,VL
V0996,Trần Mạnh,Thăng,True,1999-06-21 00:00:00,tmthang@gmail.com,0987250062          ,768656897616,2000000,VL
V0997,Trần Vĩnh,Thiện,True,1999-07-23 00:00:00,tvthien@gmail.com,0987716502          ,468267857113,3000000,VL
V0998,Khương Thảo,Hạnh,False,1999-08-16 00:00:00,kthanh@gmail.com,0913696608          ,702859343545,0,VL
V0999,Đinh Ngọc,Ngọc,True,1999-05-25 00:00:00,dnngoc@gmail.com,0913689521          ,187831202224,3000000,VL
V1000,Lý Mạnh,Bảo,True,1999-06-03 00:00:00,lmbao@gmail.com,0987656186          ,865173188581,0,VL
